miRNAs,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-27b-5p,-2.37846933831963,6.74700821696978,-6.37475430393919,5.31112495567459e-06,0.000187329678521336,4.11503305077851
hsa-miR-151a-3p,-2.38692593110889,10.6895907585476,-4.71816981325019,0.000172038575026061,0.00286409819703386,0.64454033112966
hsa-miR-7-5p,-2.39715914113076,11.8397294001711,-4.03740713086646,0.000774421951614019,0.00848195832267775,-0.844410182236569
hsa-miR-4528,-2.39859439830399,6.77238288509644,-6.95884007824298,1.69289477225958e-06,7.82869782460484e-05,5.25719183324516
hsa-miR-16-2-3p,-2.45008214496682,8.2730056048377,-4.01889803850627,0.000806985082056137,0.00870122256869855,-0.884968754438168
hsa-miR-363-3p,-2.47531970606964,7.800397454725,-4.09372523428201,0.000683237502197253,0.00776949312607915,-0.720970670795077
hsa-miR-3130-3p,-2.48587564989866,5.24534712188547,-8.97319157335824,4.65297858813182e-08,5.43336414430029e-06,8.82891930827669
hsa-miR-342-3p,-2.49262169605708,7.00208076776332,-5.20693269404299,5.96908950682446e-05,0.00122986883799027,1.69841169285981
hsa-miR-4775,-2.52272463326906,7.30946962909339,-5.91774014114291,1.34130394839004e-05,0.000398750502371383,3.18912112782651
hsa-miR-374b-3p,-2.52722593117861,7.58602171000093,-9.84670497672816,1.1458651129666e-08,2.98068162510437e-06,10.2079355533107
hsa-miR-363-5p,-2.5450735274684,5.89892369435705,-8.16390164195058,1.85055780316277e-07,1.60458782849238e-05,7.46173007138009
hsa-miR-103a-3p,-2.55270037708767,10.5943725959315,-6.57460214163021,3.57299617440185e-06,0.000137692685906116,4.51114988558068
hsa-miR-15a-5p,-2.57743542889101,7.70900417553402,-3.97991723661306,0.000880131464307873,0.00911963475031358,-0.970364020606493
hsa-miR-424-5p,-2.58551294442882,8.30233040745712,-4.23679109271141,0.000497231850006312,0.0061591635706139,-0.407328487886089
hsa-miR-92b-3p,-2.63174123903809,9.57480089914365,-7.94146588281179,2.7443830698108e-07,1.90368705609209e-05,7.07021021690467
hsa-miR-4518,-2.66777612063738,8.09186633799352,-4.28565865987046,0.000446168283573831,0.00580297623823214,-0.30022551348301
hsa-miR-217,-2.68068488259159,5.57484695472011,-9.41908063401979,2.25039469001604e-08,4.9404508180212e-06,9.54498779776765
hsa-miR-15b-5p,-2.69182441675152,8.1217165893305,-4.63470360614583,0.000206565729060031,0.00323205475318741,0.462865992591375
hsa-miR-374a-3p,-2.69197457236466,5.75732107541741,-13.6491205928793,6.29551962230931e-11,1.31009763340257e-07,15.2127121270034
hsa-miR-4774-5p,-2.77822254512964,7.30116491862852,-5.941769778715,1.27666752894908e-05,0.000390697812903387,3.23847862740783
hsa-miR-17-5p,-2.78813131441842,8.29211921375411,-6.69219916025387,2.83677531381021e-06,0.000118066588560781,4.74166758563095
hsa-miR-4791,-2.84079207535464,9.09118817584106,-5.9219246091378,1.32981046068497e-05,0.000398750502371383,3.1977213537451
hsa-miR-10b-5p,-2.90101529809059,10.2578340494212,-7.09602630484292,1.30291476315774e-06,6.4472263476019e-05,5.51852669115997
hsa-miR-106b-5p,-2.90251656185158,9.05059193847026,-7.08432821932464,1.33219958167651e-06,6.4472263476019e-05,5.49634609188773
hsa-miR-223-3p,-2.90869800248601,10.7649478275168,-8.96715993398205,4.69969027378208e-08,5.43336414430029e-06,8.81905516011066
hsa-miR-30a-5p,-2.92375326975036,10.9702333221945,-7.13685890940219,1.20582431998748e-06,6.43415489716398e-05,5.59579697924923
hsa-miR-186-5p,-2.94738673260477,7.17013951768863,-7.1082563274593,1.2730116687225e-06,6.4472263476019e-05,5.54169516661291
hsa-miR-374c-3p,-3.17792256688754,8.7039617435442,-12.4533470874945,2.8165886519483e-10,1.4653302461761e-07,13.7949005522016
hsa-miR-4666a-3p,-3.31043830569618,9.52896993928526,-8.28973478016843,1.48497627410511e-07,1.34358070713598e-05,7.6801706738236
hsa-miR-203a-3p,-3.31205390449314,7.67652841198665,-6.37782517402624,5.27865862660459e-06,0.000187329678521336,4.12116099821741
hsa-miR-183-5p,-3.36027399068392,10.2081644949301,-4.97702737193884,9.79294875054175e-05,0.00180346250883871,1.20507175569815
hsa-miR-224-5p,-3.40849322906102,6.24090089321905,-8.13215558700562,1.95684827804732e-07,1.62888050664659e-05,7.40627389812136
hsa-miR-221-3p,-3.46489651291674,9.375171614224,-7.02621467543366,1.48814179530428e-06,7.03823426370047e-05,5.38587057128482
hsa-miR-338-5p,-3.67013112874219,7.45786969152513,-6.61327275071484,3.31123964792646e-06,0.000131711118114464,4.58716490943627
hsa-miR-107,-3.73117365444807,10.6503846154525,-10.3584944074576,5.2468669566027e-09,1.55981859095575e-06,10.9719369651462
hsa-miR-192-5p,-3.78670635208837,7.83997853582831,-8.9933081626072,4.50066064308513e-08,5.43336414430029e-06,8.86178332428097
hsa-miR-660-5p,-3.88990959971206,7.79173610545962,-9.3548417221825,2.49505516910726e-08,4.9404508180212e-06,9.44340679026555
hsa-miR-205-5p,-3.92786822646996,8.48493969107435,-7.97214083301474,2.59822505731524e-07,1.86445046354242e-05,7.12461327682143
hsa-miR-155-5p,-4.1233807544006,9.17488276040204,-12.7526192685979,1.9153066523749e-10,1.32858438119739e-07,14.1619040170398
hsa-miR-148a-3p,-4.15412877680435,6.50902369406211,-13.0489097341845,1.31684756212698e-10,1.32858438119739e-07,14.517092749108
hsa-miR-532-5p,-4.45004540197371,7.65424224932076,-7.26184962183913,9.52675215725854e-07,5.50699201090417e-05,5.83085601694252
hsa-miR-144-5p,-4.47451687826402,8.13424010899808,-8.43285367468305,1.15898141890617e-07,1.09629106033807e-05,7.92596662346355
hsa-miR-128-3p,-5.02961845448363,8.00356760734537,-9.32654903058121,2.61148289275508e-08,4.9404508180212e-06,9.39850016273563
